                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 1.1403,                0.69724,                 1.5897,                 0.7824,                0.68308,                0.76994,                0.67651,                  1.138,                 1.4985,                 1.5992,             0.00016795,             0.00016795,             0.00016795
                    143,                 1.1046,                0.70539,                  1.582,                 0.7272,                0.73684,                0.77357,                0.67495,                 1.1804,                 1.5727,                 1.6008,             0.00016749,             0.00016749,             0.00016749
                    144,                 1.1108,                0.73045,                 1.6119,                0.69269,                0.72202,                0.76248,                0.66854,                 1.1244,                 1.4571,                  1.594,             0.00016703,             0.00016703,             0.00016703
                    145,                 1.0536,                0.70698,                 1.5918,                0.71652,                0.65183,                0.74531,                0.66354,                 1.1035,                  1.733,                 1.5912,             0.00016657,             0.00016657,             0.00016657
                    146,                 1.1027,                0.71411,                 1.6032,                0.86929,                0.57106,                0.77493,                0.68722,                 1.1462,                 1.5761,                 1.5965,             0.00016611,             0.00016611,             0.00016611
                    147,                 1.0591,                0.67311,                 1.5863,                0.77181,                0.70165,                0.80958,                0.71546,                 1.1256,                 1.5119,                 1.5948,             0.00016564,             0.00016564,             0.00016564
                    148,                 1.0482,                0.68708,                 1.5924,                0.71319,                0.72271,                0.75739,                0.66624,                 1.1555,                 1.4945,                 1.5976,             0.00016518,             0.00016518,             0.00016518
                    149,                 1.0816,                0.69398,                 1.5977,                 0.7852,                0.68956,                0.76108,                0.67093,                 1.1722,                 1.4506,                 1.5994,             0.00016472,             0.00016472,             0.00016472
                    150,                 1.0718,                0.71373,                 1.6053,                0.78645,                0.68698,                0.76245,                0.67335,                 1.1306,                 1.4269,                 1.5987,             0.00016426,             0.00016426,             0.00016426
                    151,                 1.0584,                0.63967,                 1.6003,                0.81537,                0.70634,                0.80132,                0.70359,                 1.1059,                 1.3691,                 1.5937,              0.0001638,              0.0001638,              0.0001638
                    152,                 1.0691,                0.64001,                 1.5995,                0.79968,                0.63182,                0.76998,                0.67524,                 1.1281,                 1.4825,                 1.6009,             0.00016334,             0.00016334,             0.00016334
                    153,                  1.069,                0.68765,                 1.5795,                0.76498,                0.66045,                0.77934,                0.69248,                 1.1485,                 1.5142,                 1.5974,             0.00016288,             0.00016288,             0.00016288
                    154,                 1.0723,                0.65868,                 1.5807,                0.67982,                0.77688,                0.74547,                0.65512,                 1.1365,                 1.4271,                 1.5909,             0.00016241,             0.00016241,             0.00016241
                    155,                 1.0567,                0.67175,                  1.583,                0.72458,                0.72062,                0.74275,                0.65595,                 1.1382,                 1.5252,                 1.5926,             0.00016195,             0.00016195,             0.00016195
                    156,                 1.0912,                0.66486,                 1.5908,                0.73597,                0.69867,                0.81406,                 0.7117,                 1.1829,                 1.3807,                 1.5996,             0.00016149,             0.00016149,             0.00016149
                    157,                 1.0964,                0.66733,                 1.5847,                0.84108,                0.69131,                0.84207,                0.74473,                  1.154,                 1.2791,                  1.597,             0.00016103,             0.00016103,             0.00016103
                    158,                 1.0438,                0.65198,                 1.5673,                0.77672,                0.70363,                 0.8141,                0.71981,                 1.1329,                 1.4738,                  1.596,             0.00016057,             0.00016057,             0.00016057
                    159,                 1.0908,                0.66401,                 1.5825,                0.72197,                0.74403,                0.81081,                0.70402,                 1.1302,                 1.3683,                 1.6009,             0.00016011,             0.00016011,             0.00016011
                    160,                 1.0863,                0.64525,                 1.5953,                0.77211,                0.75021,                0.85071,                0.74587,                 1.1286,                 1.1923,                 1.6006,             0.00015965,             0.00015965,             0.00015965
                    161,                 1.0267,                0.63069,                 1.5963,                0.72142,                 0.7589,                0.80779,                0.71319,                 1.1492,                 1.2831,                 1.6059,             0.00015919,             0.00015919,             0.00015919
                    162,                  1.063,                0.61577,                 1.5945,                0.76536,                0.73167,                0.82406,                0.72688,                 1.1199,                 1.3077,                 1.5976,             0.00015872,             0.00015872,             0.00015872
                    163,                 1.0119,                0.61324,                  1.577,                0.81634,                0.68483,                0.80982,                0.71882,                 1.1301,                 1.3986,                 1.6017,             0.00015826,             0.00015826,             0.00015826
                    164,                 1.0417,                0.71402,                 1.5675,                0.70779,                0.75612,                0.76633,                0.68201,                 1.1383,                 1.5344,                 1.5997,              0.0001578,              0.0001578,              0.0001578
                    165,                 1.0444,                0.66129,                 1.5998,                0.76423,                0.70205,                0.81321,                0.73102,                 1.1575,                 1.4295,                 1.5998,             0.00015734,             0.00015734,             0.00015734
                    166,                 1.0213,                0.64907,                 1.6001,                0.82333,                0.71435,                0.80485,                0.71616,                 1.1381,                 1.3106,                 1.5963,             0.00015688,             0.00015688,             0.00015688
                    167,                 1.0515,                0.69232,                 1.5861,                0.79974,                0.71341,                0.75846,                0.66688,                 1.1472,                 1.4443,                 1.5943,             0.00015642,             0.00015642,             0.00015642
                    168,                 1.0489,                0.64107,                 1.5883,                 0.8444,                0.68233,                0.79782,                0.70745,                 1.1539,                 1.4139,                 1.5971,             0.00015596,             0.00015596,             0.00015596
                    169,                 1.0306,                0.67817,                 1.5898,                0.76589,                0.71392,                0.78598,                0.69535,                 1.1102,                  1.479,                 1.5878,             0.00015549,             0.00015549,             0.00015549
                    170,                  1.047,                0.61671,                 1.5962,                0.74326,                 0.7071,                0.75403,                0.67222,                  1.131,                   1.39,                 1.5922,             0.00015503,             0.00015503,             0.00015503
                    171,                 1.0422,                0.63692,                 1.5831,                0.85457,                0.70946,                0.76207,                0.67505,                 1.1288,                 1.3575,                 1.5954,             0.00015457,             0.00015457,             0.00015457
                    172,                 1.0645,                0.64401,                 1.5813,                0.87095,                0.69613,                0.77181,                 0.6831,                 1.1457,                 1.4362,                 1.6025,             0.00015411,             0.00015411,             0.00015411
                    173,                 0.9884,                 0.6484,                 1.5803,                0.79896,                0.71164,                0.79032,                0.69475,                 1.1513,                 1.4296,                 1.5981,             0.00015365,             0.00015365,             0.00015365
                    174,                   1.03,                0.65875,                 1.6079,                0.79727,                0.69488,                0.80507,                0.70823,                 1.1689,                 1.3995,                  1.605,             0.00015319,             0.00015319,             0.00015319
                    175,                 1.0501,                0.68965,                 1.5999,                0.77193,                0.72903,                0.78798,                0.69774,                 1.1537,                 1.3628,                 1.5982,             0.00015273,             0.00015273,             0.00015273
                    176,                  1.037,                0.68501,                 1.5874,                0.79215,                0.65692,                 0.8049,                0.71251,                 1.1378,                 1.4247,                 1.5958,             0.00015227,             0.00015227,             0.00015227
                    177,                0.99924,                0.61152,                  1.589,                0.72039,                0.71113,                0.77341,                0.68002,                 1.1428,                  1.621,                    1.6,              0.0001518,              0.0001518,              0.0001518
                    178,                0.98233,                0.59723,                 1.5779,                0.79464,                 0.7411,                0.82106,                0.73103,                 1.1274,                 1.2842,                 1.5992,             0.00015134,             0.00015134,             0.00015134
                    179,                0.97718,                0.55139,                 1.5758,                0.76848,                0.74287,                0.82219,                0.73005,                 1.1433,                   1.31,                 1.5991,             0.00015088,             0.00015088,             0.00015088
                    180,                 1.0489,                0.61178,                 1.5867,                0.76839,                0.70888,                 0.8073,                 0.7078,                 1.1671,                 1.3257,                 1.5975,             0.00015042,             0.00015042,             0.00015042
                    181,                 1.0813,                0.67126,                 1.5905,                0.77609,                 0.6583,                0.78873,                 0.6948,                 1.1572,                 1.4022,                 1.6012,             0.00014996,             0.00014996,             0.00014996
                    182,                0.94103,                 0.5589,                 1.5679,                0.80843,                0.64971,                0.78258,                0.69756,                 1.1389,                 1.4366,                 1.5968,              0.0001495,              0.0001495,              0.0001495
                    183,                0.96504,                0.57874,                 1.5824,                0.79457,                0.71825,                0.78998,                0.70159,                 1.0898,                 1.3778,                 1.5919,             0.00014904,             0.00014904,             0.00014904
                    184,                0.98506,                0.56272,                 1.5879,                0.78039,                0.75716,                0.81489,                0.72185,                  1.146,                 1.4304,                  1.595,             0.00014857,             0.00014857,             0.00014857
                    185,                0.97642,                0.59387,                  1.582,                 0.8622,                0.70957,                0.81878,                0.72558,                  1.159,                 1.2988,                 1.5962,             0.00014811,             0.00014811,             0.00014811
                    186,                0.96623,                0.60513,                 1.5695,                0.86828,                0.70902,                0.80419,                0.71194,                 1.1749,                 1.2818,                 1.6025,             0.00014765,             0.00014765,             0.00014765
                    187,                 1.0025,                0.56157,                 1.5703,                0.82712,                0.74416,                0.83109,                 0.7373,                 1.1261,                 1.4923,                 1.5943,             0.00014719,             0.00014719,             0.00014719
                    188,                0.97211,                0.59582,                 1.5732,                0.82709,                0.67194,                 0.7877,                0.70029,                 1.1319,                 1.5141,                 1.5962,             0.00014673,             0.00014673,             0.00014673
                    189,                0.99123,                0.59234,                 1.5688,                  0.841,                 0.6585,                0.82324,                0.72926,                 1.1409,                  1.499,                 1.5952,             0.00014627,             0.00014627,             0.00014627
                    190,                 1.0272,                0.64763,                 1.5906,                0.80703,                0.68448,                0.84028,                0.74034,                 1.1167,                 1.4159,                 1.5915,             0.00014581,             0.00014581,             0.00014581
                    191,                 1.0032,                0.63385,                  1.588,                 0.8309,                0.73253,                0.83153,                0.73644,                 1.1114,                 1.2961,                 1.5904,             0.00014535,             0.00014535,             0.00014535
                    192,                0.99101,                0.58445,                 1.5748,                  0.755,                0.76176,                0.81497,                0.71921,                 1.1342,                 1.4195,                 1.5951,             0.00014488,             0.00014488,             0.00014488
                    193,                0.95648,                0.56713,                 1.5832,                0.71479,                0.76168,                0.78776,                0.69115,                 1.1234,                 1.4027,                 1.5924,             0.00014442,             0.00014442,             0.00014442
                    194,                0.98803,                0.58065,                 1.5832,                0.71523,                0.79967,                0.77027,                0.68568,                 1.0811,                 1.3102,                  1.589,             0.00014396,             0.00014396,             0.00014396
                    195,                 1.0388,                0.56861,                  1.589,                0.71768,                0.80108,                0.79423,                0.70958,                  1.141,                 1.3936,                 1.5965,              0.0001435,              0.0001435,              0.0001435
                    196,                0.93583,                0.54892,                 1.5769,                0.78383,                0.74371,                0.80754,                0.71777,                 1.1295,                 1.3626,                 1.5971,             0.00014304,             0.00014304,             0.00014304
                    197,                0.92599,                0.58936,                 1.5783,                0.72439,                0.77398,                0.77694,                0.69494,                 1.1023,                 1.5039,                 1.5927,             0.00014258,             0.00014258,             0.00014258
                    198,                  1.002,                0.61685,                 1.5857,                0.73542,                0.78496,                0.80745,                0.71584,                 1.1101,                  1.359,                 1.5899,             0.00014212,             0.00014212,             0.00014212
                    199,                 0.9626,                0.54874,                  1.569,                0.73101,                0.77627,                0.80757,                0.71428,                 1.1047,                 1.3364,                 1.5881,             0.00014165,             0.00014165,             0.00014165
                    200,                0.95357,                0.57724,                 1.5722,                0.72552,                0.68349,                0.77554,                0.69544,                 1.0998,                  1.562,                 1.5885,             0.00014119,             0.00014119,             0.00014119
                    201,                0.99779,                0.60421,                 1.5837,                0.70016,                0.73506,                0.78263,                0.69867,                 1.1308,                 1.5138,                 1.5937,             0.00014073,             0.00014073,             0.00014073
                    202,                0.95247,                0.56564,                 1.5855,                0.76725,                0.70729,                0.77965,                0.69212,                 1.1403,                 1.4372,                 1.5946,             0.00014027,             0.00014027,             0.00014027
                    203,                0.94135,                0.55865,                 1.5784,                0.72642,                0.76123,                 0.7576,                0.66839,                 1.1385,                 1.4848,                 1.5947,             0.00013981,             0.00013981,             0.00013981
                    204,                0.95172,                 0.6015,                 1.5874,                0.68023,                0.74113,                0.74019,                0.65356,                 1.1528,                 1.3604,                 1.5925,             0.00013935,             0.00013935,             0.00013935
                    205,                 0.9654,                0.58142,                 1.5735,                0.69015,                0.72663,                0.70945,                0.63477,                 1.1253,                 1.4096,                 1.5942,             0.00013889,             0.00013889,             0.00013889
                    206,                0.96022,                0.57463,                 1.5804,                0.77044,                 0.6521,                0.76244,                0.67679,                 1.1175,                 1.3647,                 1.5938,             0.00013843,             0.00013843,             0.00013843
                    207,                0.96128,                0.54779,                 1.5705,                0.75828,                 0.6262,                0.78058,                0.69174,                 1.1153,                 1.4854,                 1.5924,             0.00013796,             0.00013796,             0.00013796
                    208,                0.97397,                0.57893,                  1.593,                 0.6996,                0.72343,                0.77486,                0.68607,                 1.1597,                 1.5988,                 1.6037,              0.0001375,              0.0001375,              0.0001375
                    209,                0.98523,                0.54826,                 1.5815,                0.68167,                0.72513,                0.74019,                 0.6581,                 1.1301,                 1.4993,                 1.5976,             0.00013704,             0.00013704,             0.00013704
                    210,                0.92028,                0.54865,                 1.5756,                0.75732,                0.68303,                0.74123,                0.65656,                   1.13,                 1.5553,                 1.5979,             0.00013658,             0.00013658,             0.00013658
                    211,                0.88828,                0.55224,                 1.5692,                0.78168,                0.67388,                0.73289,                0.65494,                 1.1171,                 1.6166,                 1.5955,             0.00013612,             0.00013612,             0.00013612
                    212,                0.96086,                0.56978,                 1.5546,                 0.8277,                 0.6474,                 0.7472,                0.66541,                 1.1212,                 1.4506,                 1.5928,             0.00013566,             0.00013566,             0.00013566
                    213,                 0.9462,                0.58237,                 1.5667,                0.75507,                0.71869,                0.75641,                0.66782,                 1.1303,                 1.3716,                 1.5951,              0.0001352,              0.0001352,              0.0001352
                    214,                 0.9642,                0.56726,                 1.5784,                0.79056,                0.63734,                0.75238,                0.66548,                  1.148,                 1.7154,                 1.5956,             0.00013473,             0.00013473,             0.00013473
                    215,                0.89393,                0.51846,                 1.5746,                0.66237,                0.74859,                0.78583,                0.69884,                 1.1313,                 1.4724,                 1.5951,             0.00013427,             0.00013427,             0.00013427
                    216,                0.96416,                0.55147,                 1.5738,                0.67402,                0.77334,                0.74882,                0.67059,                 1.1308,                 1.3603,                 1.5942,             0.00013381,             0.00013381,             0.00013381
                    217,                0.94347,                0.56762,                 1.5841,                0.75729,                0.70329,                0.74731,                0.66411,                 1.1478,                 1.4333,                 1.5928,             0.00013335,             0.00013335,             0.00013335
                    218,                0.88708,                0.54047,                 1.5769,                0.78262,                 0.6542,                0.75002,                0.67205,                 1.1084,                 1.6122,                 1.5934,             0.00013289,             0.00013289,             0.00013289
                    219,                0.90796,                0.51155,                 1.5732,                0.71976,                0.76971,                0.78214,                0.69377,                  1.113,                 1.4534,                 1.5925,             0.00013243,             0.00013243,             0.00013243
                    220,                0.89876,                0.49984,                  1.576,                0.72992,                0.73559,                0.76736,                0.68399,                 1.1047,                 1.4015,                  1.593,             0.00013197,             0.00013197,             0.00013197
                    221,                0.92688,                0.54638,                 1.5944,                  0.749,                0.72102,                0.77498,                0.69461,                 1.1463,                  1.471,                 1.5995,             0.00013151,             0.00013151,             0.00013151
                    222,                0.97311,                0.56917,                  1.577,                0.73921,                0.71131,                0.75602,                0.67565,                 1.1321,                 1.6078,                 1.5946,             0.00013104,             0.00013104,             0.00013104
                    223,                0.98813,                0.58961,                 1.5946,                0.77731,                0.64962,                0.76567,                0.67844,                 1.1399,                  1.563,                 1.5938,             0.00013058,             0.00013058,             0.00013058
                    224,                0.93183,                0.53283,                 1.5838,                0.66938,                0.74691,                0.75487,                0.67253,                 1.1305,                 1.5463,                 1.5941,             0.00013012,             0.00013012,             0.00013012
                    225,                0.92225,                0.57838,                 1.5797,                0.80196,                0.63631,                0.74445,                  0.665,                 1.1386,                 1.6939,                  1.594,             0.00012966,             0.00012966,             0.00012966
                    226,                0.89409,                0.48917,                 1.5744,                 0.8756,                0.57877,                0.74399,                0.66854,                 1.1308,                 1.6093,                 1.5908,              0.0001292,              0.0001292,              0.0001292
                    227,                0.93322,                0.53448,                 1.5867,                0.75224,                0.68637,                0.76909,                0.69424,                 1.1196,                 1.4568,                 1.5862,             0.00012874,             0.00012874,             0.00012874
                    228,                0.91816,                0.53593,                 1.5864,                 0.7272,                0.76966,                0.77342,                0.68784,                 1.1407,                 1.4376,                 1.5917,             0.00012828,             0.00012828,             0.00012828
                    229,                0.90883,                0.57777,                 1.5926,                0.68995,                0.71327,                0.73418,                 0.6515,                 1.1689,                 1.4303,                 1.5944,             0.00012781,             0.00012781,             0.00012781
                    230,                0.92809,                 0.5512,                 1.5767,                0.68542,                0.73828,                0.74637,                0.66604,                 1.1619,                 1.5187,                  1.592,             0.00012735,             0.00012735,             0.00012735
                    231,                0.93668,                0.54233,                 1.5694,                0.69331,                 0.7028,                0.76097,                0.67076,                 1.1684,                 1.5566,                 1.5994,             0.00012689,             0.00012689,             0.00012689
                    232,                0.91865,                0.55512,                 1.5765,                0.72979,                0.68996,                0.76662,                0.68616,                 1.1373,                 1.5227,                 1.5933,             0.00012643,             0.00012643,             0.00012643
                    233,                0.92638,                0.54193,                 1.5723,                0.85231,                0.61506,                0.76123,                0.68133,                 1.1524,                  1.636,                 1.5931,             0.00012597,             0.00012597,             0.00012597
                    234,                0.92255,                0.53125,                 1.5622,                0.74476,                  0.711,                0.76718,                0.68598,                 1.1298,                 1.6954,                 1.5904,             0.00012551,             0.00012551,             0.00012551
                    235,                0.93726,                0.54814,                 1.5754,                0.79228,                0.67424,                0.78229,                0.70059,                 1.1244,                 1.5802,                 1.5928,             0.00012505,             0.00012505,             0.00012505
                    236,                 0.9248,                0.53002,                 1.5745,                0.70095,                0.74462,                0.78098,                0.69623,                 1.1249,                 1.5522,                 1.5919,             0.00012459,             0.00012459,             0.00012459
                    237,                 0.9256,                  0.538,                  1.574,                0.72297,                 0.7156,                0.75346,                0.66888,                 1.1638,                 1.5446,                 1.5982,             0.00012412,             0.00012412,             0.00012412
                    238,                  0.923,                0.51752,                 1.5667,                 0.6973,                0.70043,                0.75999,                0.67788,                 1.1757,                 1.5678,                 1.5953,             0.00012366,             0.00012366,             0.00012366
                    239,                0.91153,                0.52677,                 1.5863,                0.59734,                0.73094,                0.75475,                0.67228,                 1.1481,                 1.5919,                 1.5918,              0.0001232,              0.0001232,              0.0001232
                    240,                0.86916,                0.53495,                 1.5678,                 0.7227,                 0.6838,                0.74364,                 0.6565,                 1.1388,                 1.5636,                 1.5912,             0.00012274,             0.00012274,             0.00012274
                    241,                0.84822,                0.51968,                 1.5533,                0.71854,                  0.632,                0.74747,                 0.6605,                 1.1431,                 1.7775,                 1.5927,             0.00012228,             0.00012228,             0.00012228
                    242,                0.91188,                0.57579,                 1.5631,                0.72365,                0.65907,                0.74741,                0.66265,                 1.1341,                 1.7225,                 1.5925,             0.00012182,             0.00012182,             0.00012182
                    243,                0.89654,                0.52077,                 1.5677,                 0.7628,                0.60945,                0.70431,                0.63061,                 1.1083,                 1.7525,                 1.5912,             0.00012136,             0.00012136,             0.00012136
                    244,                0.84068,                0.50762,                 1.5459,                0.76261,                0.65021,                 0.7532,                 0.6805,                 1.1189,                 1.6821,                  1.593,             0.00012089,             0.00012089,             0.00012089
                    245,                0.89737,                0.48756,                 1.5868,                0.77474,                0.66571,                0.76114,                0.68108,                 1.1082,                 1.5867,                 1.5947,             0.00012043,             0.00012043,             0.00012043
                    246,                0.90391,                 0.4995,                 1.5646,                0.83057,                0.62919,                0.76697,                0.68988,                 1.0926,                 1.5938,                 1.5914,             0.00011997,             0.00011997,             0.00011997
                    247,                0.88761,                0.50557,                 1.5749,                0.84612,                0.62147,                0.74936,                0.67261,                 1.0811,                 1.6484,                 1.5891,             0.00011951,             0.00011951,             0.00011951
                    248,                0.86797,                0.46957,                 1.5891,                0.81106,                0.67972,                0.76112,                0.68635,                 1.0991,                 1.6817,                 1.5925,             0.00011905,             0.00011905,             0.00011905
                    249,                0.94108,                0.55224,                 1.5773,                 0.7981,                0.65973,                0.78024,                0.69719,                 1.1241,                 1.6342,                 1.5929,             0.00011859,             0.00011859,             0.00011859
                    250,                0.90121,                0.47417,                 1.5783,                0.67071,                0.75935,                0.78193,                0.69126,                 1.1371,                 1.5401,                 1.5923,             0.00011813,             0.00011813,             0.00011813
                    251,                0.88093,                0.50742,                 1.5815,                0.82934,                0.66778,                0.78769,                0.70638,                 1.1072,                 1.5743,                 1.5911,             0.00011767,             0.00011767,             0.00011767
                    252,                0.84945,                0.48375,                 1.5795,                 0.7036,                0.75058,                0.77259,                0.69024,                 1.1089,                 1.6766,                  1.592,              0.0001172,              0.0001172,              0.0001172
                    253,                0.91515,                0.51824,                 1.5545,                0.72987,                0.71842,                0.78668,                0.70177,                 1.1054,                 1.8201,                 1.5906,             0.00011674,             0.00011674,             0.00011674
                    254,                0.88134,                0.49049,                 1.5653,                 0.6978,                0.71493,                0.77377,                0.69338,                  1.096,                 1.6578,                 1.5864,             0.00011628,             0.00011628,             0.00011628
                    255,                0.88985,                0.53575,                 1.5696,                0.71029,                 0.7625,                0.77524,                0.69554,                  1.092,                  1.549,                 1.5914,             0.00011582,             0.00011582,             0.00011582
                    256,                0.84795,                0.48308,                 1.5553,                0.73833,                0.75483,                0.80319,                0.71736,                 1.1026,                 1.4398,                 1.5908,             0.00011536,             0.00011536,             0.00011536
                    257,                0.87456,                0.51047,                   1.56,                0.72265,                  0.768,                0.80193,                0.71345,                 1.0889,                 1.5386,                 1.5875,              0.0001149,              0.0001149,              0.0001149
                    258,                0.85418,                0.51313,                  1.564,                0.83792,                 0.6203,                 0.7718,                0.69085,                 1.1001,                 1.5534,                 1.5858,             0.00011444,             0.00011444,             0.00011444
                    259,                 0.8631,                0.49708,                  1.575,                0.71448,                0.63192,                0.74665,                0.67336,                 1.0975,                 1.6359,                 1.5876,             0.00011397,             0.00011397,             0.00011397
                    260,                0.84684,                0.49172,                 1.5744,                0.84262,                0.64041,                0.79142,                0.70119,                 1.0979,                 1.5799,                  1.589,             0.00011351,             0.00011351,             0.00011351
